,0,1,cluster,SMILES_standardized
154,[H]C(=NN([H])C(=O)C([H])([H])Sc1nnc(-c2c([H])c([H])nc([H])c2[H])n1-c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c(Br)c([H])c1[H],155,0,O=C(CSc1nnc(-c2ccncc2)n1-c1ccccc1)NN=Cc1ccc(Br)cc1
155,[H]C(=NN([H])C(=O)C([H])([H])Sc1nnc(-c2c([H])c([H])nc([H])c2[H])n1-c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c(Cl)c([H])c1[H],156,0,O=C(CSc1nnc(-c2ccncc2)n1-c1ccccc1)NN=Cc1ccc(Cl)cc1
156,[H]c1nc([H])c([H])c(-c2nnc(SC([H])([H])c3c([H])c([H])c([H])c(Br)c3[H])n2-c2c([H])c([H])c([H])c([H])c2[H])c1[H],157,2,Brc1cccc(CSc2nnc(-c3ccncc3)n2-c2ccccc2)c1
157,[H]c1nc([H])c([H])c(-c2nnc(SC([H])([H])c3c([H])c([H])c(F)c([H])c3F)n2-c2c([H])c([H])c([H])c([H])c2[H])c1[H],158,2,Fc1ccc(CSc2nnc(-c3ccncc3)n2-c2ccccc2)c(F)c1
158,[H]c1nc(N(C([H])([H])[H])S(=O)(=O)C([H])([H])[H])c(C([H])([H])N=c2c3c([H])c([H])n([H])c3nc([H])n2[H])c([H])c1[H],159,0,CN(c1ncccc1CN=c1[nH]cnc2[nH]ccc12)S(C)(=O)=O
159,[H]c1nc(N(C([H])([H])[H])S(=O)(=O)C([H])([H])[H])c(C([H])([H])N=c2c(Br)c([H])n([H])c3c2nc(-c2c([H])c([H])c(F)c([H])c2[H])n3[H])c([H])c1[H],160,0,CN(c1ncccc1CN=c1c(Br)c[nH]c2[nH]c(-c3ccc(F)cc3)nc12)S(C)(=O)=O
160,[H]c1c([H])c([H])c(C(=O)N([H])C([H])([H])[H])c(N=c2c(C(F)(F)F)c([H])n([H])c3c2c([H])c(-c2c([H])c([H])c(F)c([H])c2[H])n3[H])c1[H],161,0,CNC(=O)c1ccccc1N=c1c(C(F)(F)F)c[nH]c2[nH]c(-c3ccc(F)cc3)cc12
161,[H]c1nc([H])c(-c2c([H])c3c(=Nc4c([H])c([H])c([H])c([H])c4C(=O)N([H])C([H])([H])[H])c(C(F)(F)F)c([H])n([H])c3n2[H])c([H])c1[H],162,0,CNC(=O)c1ccccc1N=c1c(C(F)(F)F)c[nH]c2[nH]c(-c3cccnc3)cc12
162,[H]c1c([H])c([H])c(C(=O)N([H])C([H])([H])[H])c(N=c2c(C#N)c([H])n([H])c3c2c([H])c(-c2c([H])c([H])c(F)c([H])c2[H])n3[H])c1[H],163,0,CNC(=O)c1ccccc1N=c1c(C#N)c[nH]c2[nH]c(-c3ccc(F)cc3)cc12
163,[H]c1c([H])c([H])c(C(=O)N([H])C([H])([H])[H])c(N=c2c(C(F)(F)F)c([H])n([H])c3c2c([H])c(-c2c([H])c([H])c(N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])c([H])c2[H])n3[H])c1[H],164,0,CNC(=O)c1ccccc1N=c1c(C(F)(F)F)c[nH]c2[nH]c(-c3ccc(N4CCOCC4)cc3)cc12
164,[H]c1nc(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c([H])c1-c1c([H])c2c(=Nc3c([H])c([H])c([H])c([H])c3C(=O)N([H])C([H])([H])[H])c(C(F)(F)F)c([H])n([H])c2n1[H],165,0,CNC(=O)c1ccccc1N=c1c(C(F)(F)F)c[nH]c2[nH]c(-c3ccc(N4CCOCC4)nc3)cc12
165,[H]c1c(F)c([H])c(N=c2c(C(F)(F)F)c([H])n([H])c3c2c([H])c(-c2c([H])c([H])c(N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])c([H])c2[H])n3[H])c([H])c1F,166,1,Fc1cc(F)cc(N=c2c(C(F)(F)F)c[nH]c3[nH]c(-c4ccc(N5CCOCC5)cc4)cc23)c1
166,[H]c1c([H])c([H])c(N=c2c(C(F)(F)F)c([H])n([H])c3c2c([H])c(-c2c([H])c([H])c(N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])c([H])c2OC([H])([H])[H])n3[H])c(C#N)c1[H],167,1,COc1cc(N2CCOCC2)ccc1-c1cc2c(=Nc3ccccc3C#N)c(C(F)(F)F)c[nH]c2[nH]1
167,[H]Oc1c2c(N=c3c(C(F)(F)F)c([H])n([H])c4c3c([H])c(-c3c([H])c([H])c(F)c([H])c3[H])n4[H])c([H])c([H])c([H])c2c([H])n1C([H])([H])[H],168,1,Cn1cc2cccc(N=c3c(C(F)(F)F)c[nH]c4[nH]c(-c5ccc(F)cc5)cc34)c2c1O
168,[H]c1c([H])c(-c2c([H])c3c(=NC([H])([H])c4c([H])c(F)c([H])c([H])c4F)c(C(F)(F)F)c([H])n([H])c3n2[H])c([H])c([H])c1F,169,1,Fc1ccc(-c2cc3c(=NCc4cc(F)ccc4F)c(C(F)(F)F)c[nH]c3[nH]2)cc1
169,[H]c1c([H])c([H])c(C(=O)N([H])C([H])([H])[H])c(N=c2c(Br)c([H])n([H])c3c2nc(-c2c([H])c([H])c(F)c([H])c2[H])n3[H])c1[H],170,0,CNC(=O)c1ccccc1N=c1c(Br)c[nH]c2[nH]c(-c3ccc(F)cc3)nc12
170,[H]c1nc(N(C([H])([H])[H])S(=O)(=O)C([H])([H])[H])c(C([H])([H])N=c2c(C(F)(F)F)c([H])n([H])c3c2nc(-c2c([H])c([H])c(F)c([H])c2[H])n3[H])c([H])c1[H],171,0,CN(c1ncccc1CN=c1c(C(F)(F)F)c[nH]c2[nH]c(-c3ccc(F)cc3)nc12)S(C)(=O)=O
171,[H]c1nc(N(C([H])([H])[H])S(=O)(=O)C([H])([H])[H])c(C([H])([H])N=c2c(C(F)(F)F)c([H])n([H])c3c2nc(-c2c([H])c([H])c(Br)c([H])c2[H])n3[H])c([H])c1[H],172,0,CN(c1ncccc1CN=c1c(C(F)(F)F)c[nH]c2[nH]c(-c3ccc(Br)cc3)nc12)S(C)(=O)=O
172,[H]c1nc(N(C([H])([H])[H])S(=O)(=O)C([H])([H])[H])c(C([H])([H])N=c2c([H])c([H])n([H])c3c2c([H])c([H])n3[H])c([H])c1[H],173,0,CN(c1ncccc1CN=c1cc[nH]c2[nH]ccc12)S(C)(=O)=O
173,[H]c1nc(N(C([H])([H])[H])S(=O)(=O)C([H])([H])[H])c(C([H])([H])N=c2c(C([H])([H])[H])c([H])n([H])c3c2c([H])c([H])n3[H])c([H])c1[H],174,0,Cc1c[nH]c2[nH]ccc2c1=NCc1cccnc1N(C)S(C)(=O)=O
174,[H]c1nc(N(C([H])([H])[H])S(=O)(=O)C([H])([H])[H])c(C([H])([H])N=c2c([H])c([H])n([H])c3c2c([H])c(-c2c([H])c([H])c(F)c([H])c2[H])n3[H])c([H])c1[H],175,0,CN(c1ncccc1CN=c1cc[nH]c2[nH]c(-c3ccc(F)cc3)cc12)S(C)(=O)=O
175,[H]c1nc(N(C([H])([H])[H])S(=O)(=O)C([H])([H])[H])c(C([H])([H])N=c2c(C([H])([H])[H])c([H])n([H])c3c2c([H])c(-c2c([H])c([H])c(F)c([H])c2[H])n3[H])c([H])c1[H],176,0,Cc1c[nH]c2[nH]c(-c3ccc(F)cc3)cc2c1=NCc1cccnc1N(C)S(C)(=O)=O
176,[H]c1nc(N(C([H])([H])[H])S(=O)(=O)C([H])([H])[H])c(C([H])([H])N=c2c(C#N)c([H])n([H])c3c2c([H])c([H])n3[H])c([H])c1[H],177,0,CN(c1ncccc1CN=c1c(C#N)c[nH]c2[nH]ccc12)S(C)(=O)=O
177,[H]c1nc(N(C([H])([H])[H])S(=O)(=O)C([H])([H])[H])c(C([H])([H])N=c2c(C#N)c([H])n([H])c3c2c([H])c(-c2c([H])c([H])c([H])c([H])c2[H])n3[H])c([H])c1[H],178,0,CN(c1ncccc1CN=c1c(C#N)c[nH]c2[nH]c(-c3ccccc3)cc12)S(C)(=O)=O
178,[H]c1nc(N(C([H])([H])[H])S(=O)(=O)C([H])([H])[H])c(C([H])([H])N=c2c(C#N)c([H])n([H])c3c2c([H])c(-c2c([H])c([H])c(F)c([H])c2[H])n3[H])c([H])c1[H],179,0,CN(c1ncccc1CN=c1c(C#N)c[nH]c2[nH]c(-c3ccc(F)cc3)cc12)S(C)(=O)=O
179,[H]c1nc(N(C([H])([H])[H])S(=O)(=O)C([H])([H])[H])c(C([H])([H])N=c2c(C#N)c([H])n([H])c3c2c([H])c(C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])n3[H])c([H])c1[H],180,0,CN(c1ncccc1CN=c1c(C#N)c[nH]c2[nH]c(C3CCCCC3)cc12)S(C)(=O)=O
180,[H]c1nc(N(C([H])([H])[H])S(=O)(=O)C([H])([H])[H])c(C([H])([H])N=c2c(C#N)c([H])n([H])c3c2c([H])c(-c2c([H])c([H])c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c2[H])n3[H])c([H])c1[H],181,0,CCCCc1ccc(-c2cc3c(=NCc4cccnc4N(C)S(C)(=O)=O)c(C#N)c[nH]c3[nH]2)cc1
181,[H]c1nc(N(C([H])([H])[H])S(=O)(=O)C([H])([H])[H])c(C([H])([H])N=c2c(C#N)c([H])n([H])c3c2c([H])c(-c2c([H])c([H])nc(C([H])([H])[H])c2[H])n3[H])c([H])c1[H],182,0,Cc1cc(-c2cc3c(=NCc4cccnc4N(C)S(C)(=O)=O)c(C#N)c[nH]c3[nH]2)ccn1
182,[H]c1nc(N(C([H])([H])[H])S(=O)(=O)C([H])([H])[H])c(C([H])([H])N=c2c(C(F)(F)F)c([H])n([H])c3c2c([H])c(-c2c([H])c([H])c(F)c([H])c2[H])n3[H])c([H])c1[H],183,0,CN(c1ncccc1CN=c1c(C(F)(F)F)c[nH]c2[nH]c(-c3ccc(F)cc3)cc12)S(C)(=O)=O
183,[H]c1c([H])c(C([H])([H])[H])c([H])c([H])c1C1=NN(C(=S)N([H])[H])C([H])(c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])C1([H])[H],184,0,Cc1ccc(C2=NN(C(N)=S)C(c3ccc4ccccc4c3)C2)cc1
184,[H]c1c([H])c(C2=NN(C(=S)N([H])[H])C([H])(c3c([H])c([H])c4c([H])c([H])c([H])c([H])c4c3[H])C2([H])[H])c([H])c(Cl)c1Cl,185,0,NC(=S)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccc2ccccc2c1
185,[H]c1c([H])c([H])c(N2N=C(c3c([H])c([H])c(OC([H])([H])[H])c([H])c3[H])C([H])([H])C2([H])c2c([H])c([H])c([H])c3c([H])c([H])c([H])c([H])c23)c([H])c1[H],186,0,COc1ccc(C2=NN(c3ccccc3)C(c3cccc4ccccc34)C2)cc1
186,[H]c1c([H])c([H])c(N2N=C(c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])C([H])([H])C2([H])c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],187,0,Cc1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1
187,[H]c1c([H])c([H])c(N2N=C(c3c([H])c([H])c(Cl)c(Cl)c3[H])C([H])([H])C2([H])c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],188,0,Clc1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1Cl
188,[H]c1c([H])c(C2=NN(C(=S)N([H])[H])C([H])(c3c([H])c([H])c([H])c4c([H])c([H])c([H])c([H])c34)C2([H])[H])c([H])c([H])c1OC([H])([H])[H],189,0,COc1ccc(C2=NN(C(N)=S)C(c3cccc4ccccc34)C2)cc1
189,[H]N=c1c([H])c([H])c(-c2c([H])c([H])c3c(c2[H])C([H])([H])N(C(=O)c2c([H])c([H])c(S(=O)(=O)C([H])([H])[H])c(F)c2C([H])([H])[H])C([H])([H])C([H])([H])O3)c([H])n1[H],190,0,Cc1c(C(=O)N2CCOc3ccc(-c4ccc(=N)[nH]c4)cc3C2)ccc(S(C)(=O)=O)c1F
190,[H]c1nn([H])c2c1S(=O)(=O)N(C([H])([H])[H])c1c([H])c([H])c(-c3c([H])c([H])c(C(=O)N([H])[H])c([H])c3[H])c([H])c1-2,191,0,CN1c2ccc(-c3ccc(C(N)=O)cc3)cc2-c2[nH]ncc2S1(=O)=O
191,[H]OC([H])([H])C([H])([H])N([H])C(=O)c1c([H])c([H])c(-c2c([H])c([H])c3c(c2[H])-c2c(c([H])nn2[H])S(=O)(=O)N3C([H])([H])[H])c([H])c1[H],192,0,CN1c2ccc(-c3ccc(C(=O)NCCO)cc3)cc2-c2[nH]ncc2S1(=O)=O
192,[H]OC([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])N(C(=O)c2c([H])c([H])c(-c3c([H])c([H])c4c(c3[H])-c3c(c([H])nn3[H])S(=O)(=O)N4C([H])([H])[H])c([H])c2[H])C([H])([H])C1([H])[H],193,0,CN1c2ccc(-c3ccc(C(=O)N4CCC(CCO)CC4)cc3)cc2-c2[nH]ncc2S1(=O)=O
193,[H]c1nn(C([H])([H])[H])c2c1S(=O)(=O)N(C([H])([H])[H])c1c([H])c([H])c(-c3c([H])c([H])c(C([H])([H])C([H])([H])[H])c([H])c3[H])c([H])c1-2,194,0,CCc1ccc(-c2ccc3c(c2)-c2c(cnn2C)S(=O)(=O)N3C)cc1
194,[H]c1nn(C([H])([H])C([H])([H])[H])c2c1S(=O)(=O)N(C([H])([H])[H])c1c([H])c([H])c(-c3c([H])c([H])c(C([H])([H])C([H])([H])[H])c([H])c3[H])c([H])c1-2,195,0,CCc1ccc(-c2ccc3c(c2)-c2c(cnn2CC)S(=O)(=O)N3C)cc1
195,[H]c1c([H])c(C([H])([H])C([H])([H])[H])c([H])c([H])c1-c1c([H])c([H])c2c(c1[H])-c1nn(C([H])([H])[H])c([H])c1S(=O)(=O)N2C([H])([H])[H],196,0,CCc1ccc(-c2ccc3c(c2)-c2nn(C)cc2S(=O)(=O)N3C)cc1
196,[H]c1nn(C([H])([H])[H])c2c1S(=O)(=O)N(C([H])([H])[H])c1c([H])c([H])c(C(=O)N([H])c3c([H])c([H])c(F)c([H])c3[H])c([H])c1-2,197,0,CN1c2ccc(C(=O)Nc3ccc(F)cc3)cc2-c2c(cnn2C)S1(=O)=O
197,[H]c1nn(C([H])([H])[H])c2c1S(=O)(=O)N(C([H])([H])[H])c1c([H])c([H])c(C([H])([H])N([H])c3c([H])c([H])c(F)c([H])c3[H])c([H])c1-2,198,0,CN1c2ccc(CNc3ccc(F)cc3)cc2-c2c(cnn2C)S1(=O)=O
198,[H]c1nn(C([H])([H])[H])c2c1S(=O)(=O)N(C([H])([H])[H])c1c([H])c([H])c(N([H])C(=O)c3c([H])c([H])c(F)c([H])c3[H])c([H])c1-2,199,0,CN1c2ccc(NC(=O)c3ccc(F)cc3)cc2-c2c(cnn2C)S1(=O)=O
199,[H]c1nn(C([H])([H])[H])c2c1S(=O)(=O)N(C([H])([H])[H])c1c([H])c([H])c(N([H])C([H])([H])c3c([H])c([H])c(F)c([H])c3[H])c([H])c1-2,200,0,CN1c2ccc(NCc3ccc(F)cc3)cc2-c2c(cnn2C)S1(=O)=O
200,[H]c1nn(C([H])([H])[H])c2c1S(=O)(=O)N(C([H])([H])[H])c1c([H])c([H])c(N([H])c3c([H])c([H])c(F)c([H])c3[H])c([H])c1-2,201,0,CN1c2ccc(Nc3ccc(F)cc3)cc2-c2c(cnn2C)S1(=O)=O
201,[H]c1nn(C([H])([H])[H])c2c1S(=O)(=O)N(C([H])([H])[H])c1c([H])c([H])c(N([H])C([H])([H])c3c([H])c([H])c(Br)c([H])c3[H])c([H])c1-2,202,0,CN1c2ccc(NCc3ccc(Br)cc3)cc2-c2c(cnn2C)S1(=O)=O
202,[H]c1nn(C([H])([H])[H])c2c1S(=O)(=O)N(C([H])([H])[H])c1c([H])c([H])c(N([H])C([H])([H])c3c([H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c3[H])c([H])c1-2,203,0,CN1c2ccc(NCc3ccc(C(C)(C)C)cc3)cc2-c2c(cnn2C)S1(=O)=O
203,[H]c1nn([H])c2c1S(=O)(=O)N(C([H])([H])[H])c1c([H])c([H])c(-c3c([H])c([H])c(C([H])([H])C([H])([H])[H])c([H])c3[H])c([H])c1-2,204,0,CCc1ccc(-c2ccc3c(c2)-c2[nH]ncc2S(=O)(=O)N3C)cc1
204,[H]c1c([H])c([N+](=O)[O-])c([H])c(C([H])([H])Sc2nnc(C([H])([H])n3nnc4c([H])c([H])c([H])c([H])c43)o2)c1[H],205,2,O=[N+]([O-])c1cccc(CSc2nnc(Cn3nnc4ccccc43)o2)c1
205,[H]c1c([H])c(C([H])([H])Sc2nnc(C([H])([H])n3nnc4c([H])c([H])c([H])c([H])c43)o2)c([H])c([H])c1F,206,2,Fc1ccc(CSc2nnc(Cn3nnc4ccccc43)o2)cc1
206,[H]c1c([H])c(C([H])([H])Sc2nnc(C([H])([H])n3nnc4c([H])c([H])c([H])c([H])c43)o2)c([H])c([H])c1Br,207,2,Brc1ccc(CSc2nnc(Cn3nnc4ccccc43)o2)cc1
207,[H]c1c([H])c(C([H])([H])Sc2nnc(C([H])([H])n3nnc4c([H])c([H])c([H])c([H])c43)o2)c([H])c([H])c1C([H])([H])[H],208,2,Cc1ccc(CSc2nnc(Cn3nnc4ccccc43)o2)cc1
208,[H]c1c([H])c(C([H])([H])Sc2nnc(C([H])([H])n3nnc4c([H])c([H])c([H])c([H])c43)o2)c([H])c([H])c1OC([H])([H])[H],209,2,COc1ccc(CSc2nnc(Cn3nnc4ccccc43)o2)cc1
209,[H]c1c([H])c(C([H])([H])Sc2nnc(C([H])([H])n3nnc4c([H])c([H])c([H])c([H])c43)o2)c([H])c([H])c1[N+](=O)[O-],210,2,O=[N+]([O-])c1ccc(CSc2nnc(Cn3nnc4ccccc43)o2)cc1
210,[H]c1c([H])c(C([H])([H])Sc2nnc(C([H])([H])n3nnc4c([H])c([H])c([H])c([H])c43)o2)c([H])c(Cl)c1Cl,211,2,Clc1ccc(CSc2nnc(Cn3nnc4ccccc43)o2)cc1Cl
211,[H]c1c([H])c(C([H])([H])Sc2nnc(C([H])([H])n3nnc4c([H])c([H])c([H])c([H])c43)o2)c([H])c(F)c1F,212,2,Fc1ccc(CSc2nnc(Cn3nnc4ccccc43)o2)cc1F
212,[H]c1c([H])c([H])c(C([H])([H])Sc2nnc(C([H])([H])n3nnc4c([H])c([H])c([H])c([H])c43)o2)c(F)c1[H],213,2,Fc1ccccc1CSc1nnc(Cn2nnc3ccccc32)o1
213,[H]c1c([H])c([H])c(C([H])([H])Sc2nnc(C([H])([H])n3nnc4c([H])c([H])c([H])c([H])c43)o2)c(Cl)c1[H],214,2,Clc1ccccc1CSc1nnc(Cn2nnc3ccccc32)o1
214,[H]c1c([H])c([H])c(C([H])([H])Sc2nnc(C([H])([H])n3nnc4c([H])c([H])c([H])c([H])c43)o2)c(Br)c1[H],215,2,Brc1ccccc1CSc1nnc(Cn2nnc3ccccc32)o1
215,[H]c1c([H])c([H])c(C([H])([H])Sc2nnc(C([H])([H])n3nnc4c([H])c([H])c([H])c([H])c43)o2)c(C([H])([H])[H])c1[H],216,2,Cc1ccccc1CSc1nnc(Cn2nnc3ccccc32)o1
216,[H]c1c([H])c([H])c(C([H])([H])Sc2nnc(C([H])([H])n3nnc4c([H])c([H])c([H])c([H])c43)o2)c(OC([H])([H])[H])c1[H],217,2,COc1ccccc1CSc1nnc(Cn2nnc3ccccc32)o1
217,[H]c1c([H])c([H])c(C([H])([H])Sc2nnc(C([H])([H])n3nnc4c([H])c([H])c([H])c([H])c43)o2)c([N+](=O)[O-])c1[H],218,2,O=[N+]([O-])c1ccccc1CSc1nnc(Cn2nnc3ccccc32)o1
218,[H]c1c([H])c(F)c([H])c(C([H])([H])Sc2nnc(C([H])([H])n3nnc4c([H])c([H])c([H])c([H])c43)o2)c1[H],219,2,Fc1cccc(CSc2nnc(Cn3nnc4ccccc43)o2)c1
219,[H]c1c([H])c(Cl)c([H])c(C([H])([H])Sc2nnc(C([H])([H])n3nnc4c([H])c([H])c([H])c([H])c43)o2)c1[H],220,2,Clc1cccc(CSc2nnc(Cn3nnc4ccccc43)o2)c1
220,[H]c1c([H])c(Br)c([H])c(C([H])([H])Sc2nnc(C([H])([H])n3nnc4c([H])c([H])c([H])c([H])c43)o2)c1[H],221,2,Brc1cccc(CSc2nnc(Cn3nnc4ccccc43)o2)c1
221,[H]c1c([H])c(C([H])([H])[H])c([H])c(C([H])([H])Sc2nnc(C([H])([H])n3nnc4c([H])c([H])c([H])c([H])c43)o2)c1[H],222,2,Cc1cccc(CSc2nnc(Cn3nnc4ccccc43)o2)c1
222,[H]c1c([H])c(OC([H])([H])[H])c([H])c(C([H])([H])Sc2nnc(C([H])([H])n3nnc4c([H])c([H])c([H])c([H])c43)o2)c1[H],223,2,COc1cccc(CSc2nnc(Cn3nnc4ccccc43)o2)c1
223,[H]c1c([H])c([H])c(C(=O)N([H])C([H])(C([H])([H])[H])C([H])([H])[H])c(N=c2n([H])c([H])nc(=Nc3c([H])c([H])c(C([H])([H])N([H])[H])c([H])c3[H])n2[H])c1[H],224,0,CC(C)NC(=O)c1ccccc1N=c1[nH]cnc(=Nc2ccc(CN)cc2)[nH]1
224,[H]c1c([H])c([H])c(C(=O)N([H])C([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c(N=c2n([H])c([H])nc(=Nc3c([H])c([H])c(C([H])([H])N([H])[H])c([H])c3[H])n2[H])c1[H],225,0,CCC(CC)NC(=O)c1ccccc1N=c1[nH]cnc(=Nc2ccc(CN)cc2)[nH]1
225,[H]c1c([H])c([H])c(C(=O)N([H])C([H])(C([H])([H])[H])C([H])([H])[H])c(N=c2nc([H])n([H])c(=Nc3c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c3[H])n2[H])c1[H],226,0,COc1cc(N=c2[nH]cnc(=Nc3ccccc3C(=O)NC(C)C)[nH]2)cc(OC)c1OC
226,[H]c1c([H])c([H])c(C(=O)N([H])C2([H])C([H])([H])C2([H])[H])c(N=c2nc([H])n([H])c(=Nc3c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c3[H])n2[H])c1[H],227,0,COc1cc(N=c2[nH]cnc(=Nc3ccccc3C(=O)NC3CC3)[nH]2)cc(OC)c1OC
227,[H]c1c([H])c([H])c(C(=O)N([H])C([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c(N=c2n([H])c([H])nc(=Nc3c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c3[H])n2[H])c1[H],228,0,CCC(CC)NC(=O)c1ccccc1N=c1[nH]cnc(=Nc2cc(OC)c(OC)c(OC)c2)[nH]1
228,[H]c1c([H])c([H])c(C(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c(N=c2nc([H])n([H])c(=Nc3c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c3[H])n2[H])c1[H],229,0,COc1cc(N=c2[nH]cnc(=Nc3ccccc3C(=O)NC3CCCC3)[nH]2)cc(OC)c1OC
229,[H]OC([H])([H])C([H])([H])N([H])C(=O)c1c([H])c([H])c([H])c([H])c1N=c1nc([H])n([H])c(=Nc2c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c2[H])n1[H],230,0,COc1cc(N=c2[nH]cnc(=Nc3ccccc3C(=O)NCCO)[nH]2)cc(OC)c1OC
230,[H]c1c([H])c([H])c(C(=O)N([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c(N=c2nc([H])n([H])c(=Nc3c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c3[H])n2[H])c1[H],231,0,COc1cc(N=c2[nH]cnc(=Nc3ccccc3C(=O)NCCN(C)C)[nH]2)cc(OC)c1OC
231,[H]c1c([H])c([H])c(C(=O)OC([H])([H])[H])c(N=c2n([H])c([H])nc(=Nc3c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c3[H])n2[H])c1[H],232,0,COC(=O)c1ccccc1N=c1[nH]cnc(=Nc2cc(OC)c(OC)c(OC)c2)[nH]1
232,[H]c1c([H])c([H])c(N([H])S(=O)(=O)C([H])([H])[H])c(N=c2nc([H])n([H])c(=Nc3c([H])c([H])c(OC([H])([H])[H])c([H])c3OC([H])([H])[H])n2[H])c1[H],233,0,COc1ccc(N=c2[nH]cnc(=Nc3ccccc3NS(C)(=O)=O)[nH]2)c(OC)c1
233,[H]c1c([H])c([H])c(C(=O)N([H])C([H])([H])[H])c(N=c2n([H])c([H])nc(=Nc3c([H])c([H])c(OC([H])([H])[H])c([H])c3OC([H])([H])[H])n2[H])c1[H],234,0,CNC(=O)c1ccccc1N=c1[nH]cnc(=Nc2ccc(OC)cc2OC)[nH]1
234,[H]c1c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c(N=c2nc([H])n([H])c(=Nc3c([H])c([H])c(OC([H])([H])[H])c([H])c3OC([H])([H])[H])n2[H])c1[H],235,0,COc1ccc(N=c2[nH]cnc(=Nc3ccccc3NC(C)=O)[nH]2)c(OC)c1
235,[H]c1c([H])c([H])c(C(=O)N([H])C([H])([H])[H])c(N=c2n([H])c([H])nc(=Nc3c([H])c([H])c(N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])c([H])c3OC([H])([H])[H])n2[H])c1[H],236,0,CNC(=O)c1ccccc1N=c1[nH]cnc(=Nc2ccc(N3CCOCC3)cc2OC)[nH]1
236,[H]c1c([H])c([H])c(C(=O)N([H])C([H])([H])[H])c(N=c2n([H])c([H])nc(=Nc3c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(C([H])([H])C([H])([H])C(=O)N([H])[H])c3[H])n2[H])c1[H],237,0,CNC(=O)c1ccccc1N=c1[nH]cnc(=Nc2cc(CCC(N)=O)c(OC)c(OC)c2)[nH]1
237,[H]c1c([H])c([H])c(N([H])S(=O)(=O)C([H])([H])[H])c(N=c2n([H])c([H])nc(=Nc3c([H])c([H])c(C([H])([H])N([H])[H])c([H])c3[H])n2[H])c1[H],238,0,CS(=O)(=O)Nc1ccccc1N=c1[nH]cnc(=Nc2ccc(CN)cc2)[nH]1
238,[H]c1c([H])c([H])c(C(=O)N([H])C([H])([H])[H])c(N=c2n([H])c([H])nc(=Nc3c([H])c([H])c(C([H])([H])N([H])[H])c([H])c3[H])n2[H])c1[H],239,0,CNC(=O)c1ccccc1N=c1[nH]cnc(=Nc2ccc(CN)cc2)[nH]1
239,[H]c1c([H])c([H])c(C(=O)N([H])C([H])([H])C([H])([H])[H])c(N=c2n([H])c([H])nc(=Nc3c([H])c([H])c(C([H])([H])N([H])[H])c([H])c3[H])n2[H])c1[H],240,0,CCNC(=O)c1ccccc1N=c1[nH]cnc(=Nc2ccc(CN)cc2)[nH]1
240,[H]c1c([H])c([H])c(N([H])S(=O)(=O)C([H])([H])[H])c(N=c2nc(Cl)n([H])c(=Nc3c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c3[H])n2[H])c1[H],241,0,COc1cc(N=c2[nH]c(Cl)nc(=Nc3ccccc3NS(C)(=O)=O)[nH]2)cc(OC)c1OC
